Time,TickMS,Phase,MimicMode,TargetTP,Bid,Ask,Spread,Velocity,Acceleration,Hybrid_MACD,Hybrid_Color,Hybrid_DFCurve,Flow_MFI,Flow_DUp,Flow_DDown,Mom_Hist,Pivot_PP,Pivot_R1,Pivot_S1,Floating_PL,Realized_PL,Session_PL,Action,PosCount,ActiveSL,ActiveTP,LastEvent
2026.01.30 05:30:24,298,WIRE_ACTIVE,0,0.00,6937.88000,6938.54000,66.0,10.13363,-1.12231,0.73658,1,0.06000,50.00,0.00,-50.00,18.28258,6945.45000,7020.19000,6889.19000,-44.79,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:24,554,WIRE_ACTIVE,0,0.00,6938.07000,6938.73000,66.0,11.89478,1.76115,0.89944,1,0.25000,50.00,0.00,-50.00,22.60896,6945.45000,7020.19000,6889.19000,-28.81,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:25,566,WIRE_ACTIVE,0,0.00,6937.82000,6938.48000,66.0,14.46142,2.56664,0.68516,1,-0.50000,50.00,-0.52,-50.00,16.84764,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:26,912,WIRE_ACTIVE,0,0.00,6937.69000,6938.35000,66.0,17.16973,2.70830,0.57373,1,-0.63000,50.00,-5.28,-50.00,13.62992,6945.45000,7020.19000,6889.19000,-57.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:26,343,WIRE_ACTIVE,0,0.00,6937.82000,6938.48000,66.0,16.53220,-0.63753,0.68516,1,-0.50000,50.00,-0.28,-50.00,16.84764,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:27,342,WIRE_ACTIVE,0,0.00,6938.07000,6938.73000,66.0,18.54045,2.00824,0.89944,1,0.25000,50.00,0.00,-50.00,22.60896,6945.45000,7020.19000,6889.19000,-28.81,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:29,124,WIRE_ACTIVE,0,0.00,6937.69000,6938.35000,66.0,19.09484,0.55439,0.57373,1,-0.63000,50.00,-5.30,-50.00,13.62992,6945.45000,7020.19000,6889.19000,-57.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:29,329,WIRE_ACTIVE,0,0.00,6937.82000,6938.48000,66.0,17.79096,-1.30388,0.68516,1,-0.50000,50.00,0.00,-50.00,16.84764,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:29,510,WIRE_ACTIVE,0,0.00,6937.69000,6938.35000,66.0,17.73669,-0.05427,0.57373,1,-0.63000,50.00,-5.31,-50.00,13.62992,6945.45000,7020.19000,6889.19000,-57.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:29,760,WIRE_ACTIVE,0,0.00,6937.44000,6938.10000,66.0,19.39811,1.66143,0.35944,1,-0.88000,50.00,-16.11,-50.00,7.05121,6945.45000,7020.19000,6889.19000,-67.20,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:30,130,WIRE_ACTIVE,0,0.00,6937.07000,6937.73000,66.0,27.84453,8.44642,0.04230,1,-1.25000,50.00,-21.64,-50.00,-3.47851,6945.45000,7020.19000,6889.19000,-92.79,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:31,694,WIRE_ACTIVE,0,0.00,6937.13000,6937.79000,66.0,23.04289,-4.80164,0.09373,1,-1.19000,50.00,-19.97,-50.00,-1.71767,6945.45000,7020.19000,6889.19000,-86.39,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:32,261,WIRE_ACTIVE,0,0.00,6937.32000,6937.98000,66.0,20.78063,-2.26226,0.25658,1,-1.00000,50.00,-13.72,-50.00,3.72871,6945.45000,7020.19000,6889.19000,-73.60,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:33,944,WIRE_ACTIVE,0,0.00,6937.07000,6937.73000,66.0,17.58527,-3.19536,0.04230,1,-1.25000,50.00,-22.70,-50.00,-3.47851,6945.45000,7020.19000,6889.19000,-92.79,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:33,216,WIRE_ACTIVE,0,0.00,6937.13000,6937.79000,66.0,14.06822,-3.51705,0.09373,1,-1.19000,50.00,-20.90,-50.00,-1.71767,6945.45000,7020.19000,6889.19000,-86.39,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:33,520,WIRE_ACTIVE,0,0.00,6937.57000,6938.23000,66.0,15.22598,1.15776,0.47087,1,-0.75000,50.00,-5.09,-50.00,10.53343,6945.45000,7020.19000,6889.19000,-60.79,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:34,260,WIRE_ACTIVE,0,0.00,6937.44000,6938.10000,66.0,18.12518,2.89920,0.35944,1,-0.88000,50.00,-9.95,-50.00,7.05121,6945.45000,7020.19000,6889.19000,-67.20,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:34,704,WIRE_ACTIVE,0,0.00,6937.57000,6938.23000,66.0,14.50014,-3.62504,0.47087,1,-0.75000,50.00,-5.09,-50.00,10.53343,6945.45000,7020.19000,6889.19000,-60.79,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:36,134,WIRE_ACTIVE,0,0.00,6937.82000,6938.48000,66.0,15.09662,0.59648,0.68516,1,-0.50000,50.00,0.00,-50.00,16.84764,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:36,732,WIRE_ACTIVE,0,0.00,6937.88000,6938.54000,66.0,15.13449,0.03788,0.73658,1,0.06000,50.00,0.00,-50.00,18.28258,6945.45000,7020.19000,6889.19000,-44.79,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:37,933,WIRE_ACTIVE,0,0.00,6937.82000,6938.48000,66.0,14.35176,-0.78273,0.68516,1,-0.50000,50.00,0.00,-50.00,16.84764,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:38,227,WIRE_ACTIVE,0,0.00,6938.07000,6938.73000,66.0,15.34241,0.99065,0.89944,1,0.25000,50.00,0.00,-50.00,22.60896,6945.45000,7020.19000,6889.19000,-28.81,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:39,559,WIRE_ACTIVE,0,0.00,6938.32000,6938.98000,66.0,16.03050,0.68809,1.11373,0,0.50000,50.00,0.00,-50.00,27.78076,6945.45000,7020.19000,6889.19000,-9.65,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:41,844,WIRE_ACTIVE,0,0.00,6938.57000,6939.23000,66.0,16.71545,0.68495,1.32801,0,0.75000,50.00,0.00,-50.00,32.35005,6945.45000,7020.19000,6889.19000,3.13,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:41,401,WIRE_ACTIVE,0,0.00,6938.82000,6939.48000,66.0,18.80124,2.08579,1.54230,0,1.00000,50.00,0.00,-50.00,36.32410,6945.45000,7020.19000,6889.19000,-35.29,0.00,-5264.29,MimicWire,6,0.00000,0.00000,LAYER_FILLED;EXPAND_L6;LAYER_FILLED;EXPAND_L7;LAYER_FILLED;EXPAND_L8;
2026.01.30 05:30:42,49,WIRE_ACTIVE,0,0.00,6938.94000,6939.60000,66.0,21.18207,2.38083,1.64516,0,1.12000,50.00,0.00,-50.00,38.02654,6945.45000,7020.19000,6889.19000,-35.30,0.00,-5264.29,MimicWire,6,0.00000,0.00000,
2026.01.30 05:30:42,330,WIRE_ACTIVE,0,0.00,6939.07000,6939.73000,66.0,23.67513,2.49306,1.75658,0,1.25000,50.00,0.00,-50.00,39.72614,6945.45000,7020.19000,6889.19000,-67.31,0.00,-5264.29,MimicWire,7,0.00000,0.00000,LAYER_FILLED;EXPAND_L9;
2026.01.30 05:30:43,704,WIRE_ACTIVE,0,0.00,6939.32000,6939.98000,66.0,22.57912,-1.09602,1.97087,0,1.50000,50.00,0.00,-50.00,42.09982,6945.45000,7020.19000,6889.19000,-67.36,0.00,-5264.29,MimicWire,7,0.00000,0.00000,
