Time,TickMS,Phase,MimicMode,TargetTP,Bid,Ask,Spread,Velocity,Acceleration,Hybrid_MACD,Hybrid_Color,Hybrid_DFCurve,Flow_MFI,Flow_DUp,Flow_DDown,Mom_Hist,Pivot_PP,Pivot_R1,Pivot_S1,Floating_PL,Realized_PL,Session_PL,Action,PosCount,ActiveSL,ActiveTP,LastEvent
2026.01.30 05:29:26,318,WIRE_ACTIVE,0,0.00,6938.13000,6938.79000,66.0,7.75323,-0.93496,1.20598,1,-0.19000,50.00,0.00,-50.00,48.12186,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,2,0.00000,0.00000,WIRE_START;EXPAND_L1;LAYER_FILLED;EXPAND_L2;LAYER_FILLED;EXPAND_L3;
2026.01.30 05:29:26,652,WIRE_ACTIVE,0,0.00,6938.07000,6938.73000,66.0,7.51477,-0.23845,1.15455,1,-0.25000,50.00,-0.88,-50.00,47.42021,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:27,6,WIRE_ACTIVE,0,0.00,6938.13000,6938.79000,66.0,6.56152,-0.95325,1.20598,1,-0.19000,50.00,0.00,-50.00,48.12186,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:27,264,WIRE_ACTIVE,0,0.00,6938.07000,6938.73000,66.0,6.23202,-0.32950,1.15455,1,-0.25000,50.00,-1.44,-50.00,47.42021,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:28,158,WIRE_ACTIVE,0,0.00,6938.19000,6938.85000,66.0,6.02728,-0.20474,1.25741,1,-0.13000,50.00,0.00,-50.00,48.79442,6945.45000,7020.19000,6889.19000,-44.78,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:28,598,WIRE_ACTIVE,0,0.00,6938.32000,6938.98000,66.0,8.57276,2.54548,1.36883,0,3.00000,50.00,0.00,-50.00,50.15451,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:29,128,WIRE_ACTIVE,0,0.00,6938.38000,6939.04000,66.0,10.18618,1.61341,1.42026,0,3.06000,50.00,0.00,-50.00,50.73866,6945.45000,7020.19000,6889.19000,-44.79,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:29,389,WIRE_ACTIVE,0,0.00,6938.32000,6938.98000,66.0,10.26104,0.07487,1.36883,0,3.00000,50.00,0.00,-50.00,50.15451,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:29,552,WIRE_ACTIVE,0,0.00,6938.26000,6938.92000,66.0,9.21314,-1.04790,1.31741,0,-0.06000,50.00,0.00,-50.00,49.54306,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:29,729,WIRE_ACTIVE,0,0.00,6938.07000,6938.73000,66.0,11.79138,2.57824,1.15455,1,-0.25000,50.00,-3.10,-50.00,47.42021,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:30,419,WIRE_ACTIVE,0,0.00,6938.13000,6938.79000,66.0,13.12242,1.33104,1.20598,1,-0.19000,50.00,-0.58,-50.00,48.12186,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:31,813,WIRE_ACTIVE,0,0.00,6938.32000,6938.98000,66.0,15.11048,1.98806,1.36883,0,3.00000,50.00,0.00,-50.00,50.15451,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:32,934,WIRE_ACTIVE,0,0.00,6938.19000,6938.85000,66.0,14.42023,-0.69026,1.25741,1,-0.13000,50.00,0.00,-50.00,48.79442,6945.45000,7020.19000,6889.19000,-44.78,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:33,910,WIRE_ACTIVE,0,0.00,6938.32000,6938.98000,66.0,11.53618,-2.88405,1.36883,0,3.00000,50.00,0.00,-50.00,50.15451,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:34,944,WIRE_ACTIVE,0,0.00,6938.07000,6938.73000,66.0,14.06453,2.52835,1.15455,1,-0.25000,50.00,-4.48,-50.00,47.42021,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:34,400,WIRE_ACTIVE,0,0.00,6938.19000,6938.85000,66.0,12.99659,-1.06794,1.25741,1,-0.13000,50.00,0.00,-50.00,48.79442,6945.45000,7020.19000,6889.19000,-44.78,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:35,388,WIRE_ACTIVE,0,0.00,6938.32000,6938.98000,66.0,13.85988,0.86329,1.36883,0,3.00000,50.00,0.00,-50.00,50.15451,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:39,624,WIRE_ACTIVE,0,0.00,6938.57000,6939.23000,66.0,12.26826,-1.59162,1.58312,0,3.25000,50.00,0.00,-50.00,52.41514,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:48,480,WIRE_ACTIVE,0,0.00,6938.32000,6938.98000,66.0,10.37926,-1.88900,1.36883,0,3.00000,50.00,0.00,-50.00,50.15451,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:48,716,WIRE_ACTIVE,0,0.00,6938.07000,6938.73000,66.0,9.40328,-0.97598,1.15455,1,-0.25000,50.00,-5.86,-50.00,47.42021,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:49,294,WIRE_ACTIVE,0,0.00,6937.82000,6938.48000,66.0,9.07397,-0.32931,0.94026,1,-0.50000,50.00,-9.69,-50.00,44.17245,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:51,304,WIRE_ACTIVE,0,0.00,6937.69000,6938.35000,66.0,8.55207,-0.52191,0.82883,1,-0.63000,50.00,-10.04,-50.00,42.26938,6945.45000,7020.19000,6889.19000,-44.79,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:51,495,WIRE_ACTIVE,0,0.00,6937.57000,6938.23000,66.0,9.11232,0.56025,0.72598,1,-0.75000,50.00,-10.39,-50.00,40.37826,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:52,875,WIRE_ACTIVE,0,0.00,6937.19000,6937.85000,66.0,12.16979,3.05747,0.40026,1,-1.13000,50.00,-10.74,-50.00,33.51797,6945.45000,7020.19000,6889.19000,-44.81,0.00,-5264.29,MimicWire,2,0.00000,0.00000,
2026.01.30 05:29:52,113,WIRE_ACTIVE,0,0.00,6937.57000,6938.23000,66.0,11.50951,-0.66028,0.72598,1,-0.75000,50.00,-1.20,-49.00,40.37826,6945.45000,7020.19000,6889.19000,-60.79,0.00,-5264.29,MimicWire,4,0.00000,0.00000,LAYER_FILLED;EXPAND_L4;LAYER_FILLED;EXPAND_L5;
2026.01.30 05:29:52,407,WIRE_ACTIVE,0,0.00,6937.82000,6938.48000,66.0,11.56696,0.05744,0.94026,1,-0.50000,50.00,0.00,-49.00,44.17245,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:29:52,691,WIRE_ACTIVE,0,0.00,6937.69000,6938.35000,66.0,11.26193,-0.30502,0.82883,1,-0.63000,50.00,0.00,-49.00,42.26938,6945.45000,7020.19000,6889.19000,-57.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:29:53,135,WIRE_ACTIVE,0,0.00,6937.82000,6938.48000,66.0,13.89713,2.63520,0.94026,1,-0.50000,50.00,0.00,-49.00,44.17245,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:29:56,653,WIRE_ACTIVE,0,0.00,6937.69000,6938.35000,66.0,11.85697,-2.04016,0.82883,1,-0.63000,50.00,0.00,-49.00,42.26938,6945.45000,7020.19000,6889.19000,-57.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:29:57,348,WIRE_ACTIVE,0,0.00,6937.82000,6938.48000,66.0,9.48558,-2.37139,0.94026,1,-0.50000,50.00,0.00,-49.00,44.17245,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:00,2,WIRE_ACTIVE,0,0.00,6937.69000,6938.35000,66.0,8.56885,-0.91672,0.57373,1,-0.63000,50.00,-5.09,-50.00,13.62992,6945.45000,7020.19000,6889.19000,-57.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:01,58,WIRE_ACTIVE,0,0.00,6937.44000,6938.10000,66.0,11.58098,3.01213,0.35944,1,-0.88000,50.00,-5.80,-50.00,7.05121,6945.45000,7020.19000,6889.19000,-67.20,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:01,249,WIRE_ACTIVE,0,0.00,6937.63000,6938.29000,66.0,10.22555,-1.35543,0.52230,1,-0.69000,50.00,-4.55,-50.00,12.09636,6945.45000,7020.19000,6889.19000,-54.39,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:01,629,WIRE_ACTIVE,0,0.00,6937.51000,6938.17000,66.0,10.39039,0.16483,0.41944,1,-0.81000,50.00,-5.71,-50.00,8.94213,6945.45000,7020.19000,6889.19000,-60.79,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:02,868,WIRE_ACTIVE,0,0.00,6937.57000,6938.23000,66.0,9.59711,-0.79328,0.47087,1,-0.75000,50.00,-5.02,-50.00,10.53343,6945.45000,7020.19000,6889.19000,-60.79,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:02,682,WIRE_ACTIVE,0,0.00,6937.82000,6938.48000,66.0,13.56562,3.96852,0.68516,1,-0.50000,50.00,-2.98,-50.00,16.84764,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:03,956,WIRE_ACTIVE,0,0.00,6938.07000,6938.73000,66.0,20.04368,6.47805,0.89944,1,0.25000,50.00,-2.63,-50.00,22.60896,6945.45000,7020.19000,6889.19000,-28.81,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:04,989,WIRE_ACTIVE,0,0.00,6937.82000,6938.48000,66.0,20.87521,0.83154,0.68516,1,-0.50000,50.00,-4.51,-50.00,16.84764,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:04,401,WIRE_ACTIVE,0,0.00,6937.88000,6938.54000,66.0,19.32993,-1.54528,0.73658,1,0.06000,50.00,-3.84,-50.00,18.28258,6945.45000,7020.19000,6889.19000,-44.79,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:05,319,WIRE_ACTIVE,0,0.00,6937.82000,6938.48000,66.0,15.46394,-3.86599,0.68516,1,-0.50000,50.00,-4.37,-50.00,16.84764,6945.45000,7020.19000,6889.19000,-41.60,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:05,700,WIRE_ACTIVE,0,0.00,6938.07000,6938.73000,66.0,15.29648,-0.16746,0.89944,1,0.25000,50.00,-1.22,-50.00,22.60896,6945.45000,7020.19000,6889.19000,-28.82,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:06,548,WIRE_ACTIVE,0,0.00,6937.94000,6938.60000,66.0,14.18999,-1.10649,0.78801,1,0.12000,50.00,-2.61,-50.00,19.68491,6945.45000,7020.19000,6889.19000,-35.22,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:07,253,WIRE_ACTIVE,0,0.00,6938.07000,6938.73000,66.0,11.35199,-2.83800,0.89944,1,0.25000,50.00,-0.52,-50.00,22.60896,6945.45000,7020.19000,6889.19000,-28.81,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:08,912,WIRE_ACTIVE,0,0.00,6937.94000,6938.60000,66.0,9.08159,-2.27040,0.78801,1,0.12000,50.00,-2.20,-50.00,19.68491,6945.45000,7020.19000,6889.19000,-35.21,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:09,420,WIRE_ACTIVE,0,0.00,6937.82000,6938.48000,66.0,8.85573,-0.22586,0.68516,1,-0.50000,50.00,-4.01,-50.00,16.84764,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:09,653,WIRE_ACTIVE,0,0.00,6937.76000,6938.42000,66.0,9.15118,0.29544,0.63373,1,-0.56000,50.00,-5.01,-50.00,15.38073,6945.45000,7020.19000,6889.19000,-47.99,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:10,139,WIRE_ACTIVE,0,0.00,6937.69000,6938.35000,66.0,9.56511,0.41393,0.57373,1,-0.63000,50.00,-6.33,-50.00,13.62992,6945.45000,7020.19000,6889.19000,-57.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:10,357,WIRE_ACTIVE,0,0.00,6937.76000,6938.42000,66.0,9.12388,-0.44123,0.63373,1,-0.56000,50.00,-4.99,-50.00,15.38073,6945.45000,7020.19000,6889.19000,-47.99,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:10,577,WIRE_ACTIVE,0,0.00,6937.82000,6938.48000,66.0,7.29910,-1.82478,0.68516,1,-0.50000,50.00,-3.71,-50.00,16.84764,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:12,121,WIRE_ACTIVE,0,0.00,6937.69000,6938.35000,66.0,7.52431,0.22521,0.57373,1,-0.63000,50.00,-6.55,-50.00,13.62992,6945.45000,7020.19000,6889.19000,-57.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:12,481,WIRE_ACTIVE,0,0.00,6937.82000,6938.48000,66.0,6.01945,-1.50486,0.68516,1,-0.50000,50.00,-3.57,-50.00,16.84764,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:14,304,WIRE_ACTIVE,0,0.00,6937.94000,6938.60000,66.0,6.13279,0.11334,0.78801,1,0.12000,50.00,-0.55,-50.00,19.68491,6945.45000,7020.19000,6889.19000,-35.21,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:15,916,WIRE_ACTIVE,0,0.00,6937.82000,6938.48000,66.0,4.90623,-1.22656,0.68516,1,-0.50000,50.00,-3.42,-50.00,16.84764,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:16,765,WIRE_ACTIVE,0,0.00,6937.94000,6938.60000,66.0,3.92499,-0.98125,0.78801,1,0.12000,50.00,-0.13,-50.00,19.68491,6945.45000,7020.19000,6889.19000,-35.21,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:17,766,WIRE_ACTIVE,0,0.00,6937.82000,6938.48000,66.0,5.53520,1.61021,0.68516,1,-0.50000,50.00,-3.28,-50.00,16.84764,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:17,1,WIRE_ACTIVE,0,0.00,6937.57000,6938.23000,66.0,10.42006,4.88486,0.47087,1,-0.75000,50.00,-10.47,-50.00,10.53343,6945.45000,7020.19000,6889.19000,-60.79,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:18,744,WIRE_ACTIVE,0,0.00,6937.51000,6938.17000,66.0,9.02412,-1.39594,0.41944,1,-0.81000,50.00,-12.49,-50.00,8.94213,6945.45000,7020.19000,6889.19000,-60.79,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:19,915,WIRE_ACTIVE,0,0.00,6937.57000,6938.23000,66.0,7.21930,-1.80482,0.47087,1,-0.75000,50.00,-10.89,-50.00,10.53343,6945.45000,7020.19000,6889.19000,-60.79,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:19,336,WIRE_ACTIVE,0,0.00,6937.69000,6938.35000,66.0,6.80240,-0.41690,0.57373,1,-0.63000,50.00,-7.20,-50.00,13.62992,6945.45000,7020.19000,6889.19000,-57.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:20,858,WIRE_ACTIVE,0,0.00,6937.57000,6938.23000,66.0,6.51815,-0.28425,0.47087,1,-0.75000,50.00,-11.30,-50.00,10.53343,6945.45000,7020.19000,6889.19000,-60.79,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:21,944,WIRE_ACTIVE,0,0.00,6937.32000,6937.98000,66.0,9.82282,3.30466,0.25658,1,-1.00000,50.00,-16.01,-50.00,3.72871,6945.45000,7020.19000,6889.19000,-73.60,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:21,611,WIRE_ACTIVE,0,0.00,6937.57000,6938.23000,66.0,7.85825,-1.96456,0.47087,1,-0.75000,50.00,-8.85,-50.00,10.53343,6945.45000,7020.19000,6889.19000,-60.79,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:22,853,WIRE_ACTIVE,0,0.00,6937.82000,6938.48000,66.0,8.79287,0.93462,0.68516,1,-0.50000,50.00,-1.22,-50.00,16.84764,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:22,224,WIRE_ACTIVE,0,0.00,6937.76000,6938.42000,66.0,13.90393,5.11106,0.63373,1,-0.56000,50.00,-3.02,-50.00,15.38073,6945.45000,7020.19000,6889.19000,-47.99,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:23,234,WIRE_ACTIVE,0,0.00,6937.82000,6938.48000,66.0,12.31126,-1.59267,0.68516,1,-0.50000,50.00,-0.99,-50.00,16.84764,6945.45000,7020.19000,6889.19000,-41.59,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
2026.01.30 05:30:24,73,WIRE_ACTIVE,0,0.00,6937.63000,6938.29000,66.0,11.25593,-1.05533,0.52230,1,-0.69000,50.00,-7.29,-50.00,12.09636,6945.45000,7020.19000,6889.19000,-54.39,0.00,-5264.29,MimicWire,4,0.00000,0.00000,
