Time,TickMS,Phase,MimicMode,TargetTP,Bid,Ask,Spread,Velocity,Acceleration,Mom_Hist,Mom_Macd,Mom_Sig,Flow_MFI,Flow_DUp,Flow_DDown,Ext_VA_Vel,Ext_VA_Acc,Micro_Press,Micro_Color,Pivot_PP,Pivot_R1,Pivot_S1,Floating_PL,Realized_PL,Session_PL,Action,PosCount,ActiveSL,ActiveTP,LastEvent,DOM_Snapshot
2026.01.27 16:22:44,414,IDLE,1,0.00,5061.16000,5061.55000,30.9,496333.74191,-121925.69423,25.01732,96.82808,71.81076,50.00,-7.76,-50.00,99.85521,100.16701,0.00,0.0,5036.43000,5082.84000,4961.67000,0.00,0.00,0.00,MimicResearch,0,0.00000,0.00000,,5061.16,5061.55,100,200,10000,0,0,100,200,10000,0,0
2026.01.27 16:22:45,918,IDLE,1,0.00,5061.13000,5061.52000,30.9,398780.92723,-97552.81468,25.03741,96.85487,71.81746,50.00,-1.79,-50.00,99.85876,100.17057,-50.74,1.0,5036.43000,5082.84000,4961.67000,0.00,0.00,0.00,MimicResearch,0,0.00000,0.00000,,5061.13,5061.52,100,200,10000,0,0,100,200,10000,0,0
2026.01.27 16:22:45,986,IDLE,1,0.00,5061.13000,5061.52000,30.9,320738.67549,-78042.25175,24.67760,94.92617,70.24857,50.00,-14.84,-50.00,99.83371,100.14544,-85.71,1.0,5036.43000,5082.84000,4961.67000,0.00,0.00,0.00,MimicResearch,0,0.00000,0.00000,,5061.13,5061.52,100,200,10000,0,0,100,200,10000,0,0
2026.01.27 16:22:45,113,IDLE,1,0.00,5060.91000,5061.30000,30.9,258294.38510,-62444.29039,24.52228,94.48721,69.96493,50.00,-17.36,-50.00,99.82937,100.14109,-89.22,1.0,5036.43000,5082.84000,4961.67000,0.00,0.00,0.00,MimicResearch,0,0.00000,0.00000,,5060.91,5061.30,100,200,10000,0,0,100,200,10000,0,0
2026.01.27 16:22:45,312,IDLE,1,0.00,5060.88000,5061.27000,30.9,208333.28419,-49961.10090,24.49851,94.42448,69.92597,50.00,-17.71,-50.00,99.82878,100.14050,-89.76,1.0,5036.43000,5082.84000,4961.67000,0.00,0.00,0.00,MimicResearch,0,0.00000,0.00000,,5060.88,5061.27,100,200,10000,0,0,100,200,10000,0,0
2026.01.27 16:22:45,499,IDLE,1,0.00,5060.93000,5061.32000,30.9,166670.56571,-41662.71848,24.53777,94.52863,69.99086,50.00,-17.14,-50.00,99.82977,100.14149,-88.35,1.0,5036.43000,5082.84000,4961.67000,0.00,0.00,0.00,MimicResearch,0,0.00000,0.00000,,5060.93,5061.32,100,200,10000,0,0,100,200,10000,0,0
2026.01.27 16:22:46,861,IDLE,1,0.00,5061.01000,5061.40000,31.0,133338.62845,-33331.93726,24.59696,94.69125,70.09430,50.00,-16.21,-50.00,99.83135,100.14307,-86.96,1.0,5036.43000,5082.84000,4961.67000,0.00,0.00,0.00,MimicResearch,0,0.00000,0.00000,,5061.01,5061.40,100,200,10000,0,0,100,200,10000,0,0
2026.01.27 16:22:46,70,IDLE,1,0.00,5061.13000,5061.52000,31.1,106670.90276,-26667.72569,24.67760,94.92617,70.24857,50.00,-14.80,-50.00,99.83371,100.14544,-84.13,1.0,5036.43000,5082.84000,4961.67000,0.00,0.00,0.00,MimicResearch,0,0.00000,0.00000,,5061.13,5061.52,100,200,10000,0,0,100,200,10000,0,0
2026.01.27 16:22:46,450,IDLE,1,0.00,5061.07000,5061.46000,31.1,85340.04971,-21330.85306,24.63847,94.81004,70.17157,50.00,-15.50,-50.00,99.83253,100.14426,-84.69,1.0,5036.43000,5082.84000,4961.67000,0.00,0.00,0.00,MimicResearch,0,0.00000,0.00000,,5061.07,5061.46,100,200,10000,0,0,100,200,10000,0,0
2026.01.27 16:22:46,626,IDLE,1,0.00,5061.13000,5061.52000,31.1,68275.60165,-17064.44805,24.67760,94.92617,70.24857,50.00,-14.78,-50.00,99.83371,100.14544,-83.81,1.0,5036.43000,5082.84000,4961.67000,0.00,0.00,0.00,MimicResearch,0,0.00000,0.00000,,5061.13,5061.52,100,200,10000,0,0,100,200,10000,0,0
