Time,TickMS,Phase,Bid,Ask,Spread,Velocity,Acceleration,Mom_Hist,Mom_Macd,Mom_Sig,Flow_MFI,Flow_DUp,Flow_DDown,Ext_VA_Vel,Ext_VA_Acc,Floating_PL,Realized_PL,Action,PosCount,ActiveSL,ActiveTP,DOM_Snapshot
2026.01.27 09:56:35,837,IDLE,1.18654,1.1866,6.4,2.65691,-0.24547,-78.8,-91.21,-12.42,50.0,-52.55,-50.0,99.9,99.96,-35.4,0.0,MimicResearch,2,0.0,1.20013,1.18654
2026.01.27 09:56:36,166,IDLE,1.18655,1.18661,6.4,1.96687,-0.30361,-78.72,-90.79,-12.07,50.0,-52.26,-50.0,99.9,99.96,-35.4,0.0,MimicResearch,2,0.0,1.20013,1.18655
2026.01.27 09:56:36,771,IDLE,1.18655,1.18661,6.4,2.39562,-0.26129,-78.72,-90.79,-12.07,50.0,-51.94,-50.0,99.9,99.96,-35.4,0.0,MimicResearch,2,0.0,1.20013,1.18655
2026.01.27 09:56:36,966,IDLE,1.18656,1.18662,6.4,2.27048,-0.12514,-78.63,-90.35,-11.72,50.0,-51.32,-50.0,99.9,99.96,-35.39,0.0,MimicResearch,2,0.0,1.20013,1.18656
2026.01.27 09:56:37,300,IDLE,1.18654,1.1866,6.4,1.74971,-0.21716,-78.8,-91.21,-12.42,50.0,-53.21,-50.0,99.9,99.96,-35.4,0.0,MimicResearch,2,0.0,1.20013,1.18654
2026.01.27 09:56:39,921,IDLE,1.18654,1.18661,6.4,1.46149,-0.28821,-78.8,-91.21,-12.42,50.0,-53.21,-50.0,99.9,99.96,-36.24,0.0,MimicResearch,2,0.0,1.20013,1.18654
2026.01.27 09:56:40,372,IDLE,1.18653,1.18659,6.4,1.26614,-0.19535,-78.85,-91.61,-12.76,50.0,-54.18,-50.0,99.9,99.96,-35.39,0.0,MimicResearch,2,0.0,1.20013,1.18653
2026.01.27 09:56:40,578,IDLE,1.18652,1.18658,6.4,1.18889,-0.07725,-78.89,-92.0,-13.11,50.0,-55.16,-50.0,99.9,99.96,-35.4,0.0,MimicResearch,2,0.0,1.20013,1.18652
2026.01.27 09:56:41,88,IDLE,1.18652,1.18659,6.4,1.11454,-0.19596,-78.89,-92.0,-13.11,50.0,-55.51,-50.0,99.9,99.96,-36.24,0.0,MimicResearch,2,0.0,1.20013,1.18652
2026.01.27 09:56:41,484,IDLE,1.18651,1.18657,6.4,1.3105,0.12161,-78.91,-92.36,-13.46,50.0,-56.15,-50.0,99.9,99.96,-35.4,0.0,MimicResearch,2,0.0,1.20013,1.18651
2026.01.27 09:56:43,320,IDLE,1.18651,1.18658,6.4,1.0541,-0.06044,-78.91,-92.36,-13.46,50.0,-56.52,-50.0,99.9,99.96,-36.24,0.0,MimicResearch,2,0.0,1.20013,1.18651
2026.01.27 09:56:43,671,IDLE,1.18652,1.18658,6.4,0.90653,-0.14757,-78.89,-92.0,-13.11,50.0,-55.87,-50.0,99.9,99.96,-35.4,0.0,MimicResearch,2,0.0,1.20013,1.18652
2026.01.27 09:56:44,468,IDLE,1.18653,1.18659,6.4,0.98632,0.07979,-78.85,-91.61,-12.76,50.0,-55.21,-50.0,99.9,99.96,-35.39,0.0,MimicResearch,2,0.0,1.20013,1.18653
2026.01.27 09:56:45,34,IDLE,1.18651,1.18657,6.4,1.20572,0.01826,-78.9,-92.31,-13.4,50.0,-56.6,-50.0,99.9,99.96,-35.4,0.0,MimicResearch,2,0.0,1.20013,1.18651
2026.01.27 09:56:45,452,IDLE,1.18651,1.18658,6.4,0.84508,-0.14124,-78.91,-92.36,-13.46,50.0,-57.08,-50.0,99.9,99.96,-36.24,0.0,MimicResearch,2,0.0,1.20013,1.18651
2026.01.27 09:56:45,617,IDLE,1.18651,1.18657,6.4,1.0251,0.18002,-78.91,-92.36,-13.46,50.0,-57.08,-50.0,99.9,99.96,-35.4,0.0,MimicResearch,2,0.0,1.20013,1.18651
2026.01.27 09:56:45,828,IDLE,1.1865,1.18657,6.4,1.18746,0.16236,-78.91,-92.66,-13.75,50.0,-57.26,-50.0,99.9,99.95,-36.24,0.0,MimicResearch,2,0.0,1.20013,1.1865
2026.01.27 09:56:46,173,IDLE,1.18646,1.18652,6.4,1.74113,0.66025,-78.83,-93.72,-14.9,50.0,-57.82,-50.0,99.89,99.95,-35.4,0.0,MimicResearch,2,0.0,1.20013,1.18646
2026.01.27 09:56:46,549,IDLE,1.1865,1.18656,6.4,1.2388,0.03308,-78.91,-92.66,-13.75,50.0,-57.63,-50.0,99.9,99.95,-35.4,0.0,MimicResearch,2,0.0,1.20013,1.1865
2026.01.27 09:56:46,725,IDLE,1.1865,1.18657,6.4,1.08089,-0.15791,-78.91,-92.66,-13.75,50.0,-57.63,-50.0,99.9,99.95,-36.24,0.0,MimicResearch,2,0.0,1.20013,1.1865
2026.01.27 09:56:47,29,IDLE,1.18645,1.18652,6.4,3.15658,0.17239,-78.79,-93.92,-15.13,50.0,-57.76,-50.0,99.89,99.95,-36.24,0.0,MimicResearch,2,0.0,1.20013,1.18646
2026.01.27 09:56:47,336,IDLE,1.18644,1.1865,6.3,2.46406,0.72293,-78.73,-94.19,-15.47,50.0,-58.0,-50.0,99.89,99.95,-35.41,0.0,MimicResearch,2,0.0,1.20013,1.18646
2026.01.27 09:56:47,776,IDLE,1.18645,1.18652,6.4,2.92182,0.45776,-78.79,-93.92,-15.13,50.0,-57.4,-50.0,99.89,99.95,-36.24,0.0,MimicResearch,2,0.0,1.20013,1.18645
2026.01.27 09:56:47,969,IDLE,1.18646,1.18653,6.4,2.98418,0.06236,-78.84,-93.63,-14.79,50.0,-56.78,-50.0,99.89,99.95,-36.25,0.0,MimicResearch,2,0.0,1.20013,1.18646
2026.01.27 09:56:48,34,IDLE,1.18646,1.18653,6.4,2.17995,-0.29648,-78.84,-93.63,-14.79,50.0,-57.48,-50.0,99.89,99.95,-36.25,0.0,MimicResearch,2,0.0,1.20013,1.18646
