Time,TickMS,Action,LotSize,Bid,Ask,Spread,Velocity,Hybrid_MACD,Hybrid_Color,Hybrid_DFCurve,Flow_MFI,Flow_DUp,Flow_DDown,Floating_PL,Realized_PL,Session_PL,PosCount,Decision_Log
2026-02-03 21:37:29,981,IDLE,0.01,4935.07,4935.46,38.8,25.08688,8.48378,1,0.02,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:30,706,IDLE,0.01,4935.01,4935.4,38.8,18.75112,8.43235,1,-0.27,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:30,966,IDLE,0.01,4934.86,4935.25,38.8,17.72941,8.30378,1,-0.42,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:30,288,IDLE,0.01,4934.87,4935.26,38.8,17.24632,8.31235,1,-0.41,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:31,621,IDLE,0.01,4934.79,4935.18,38.8,19.8432,8.24378,1,-0.49,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:31,784,IDLE,0.01,4934.72,4935.11,38.8,21.25489,8.18378,1,-0.56,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:31,985,IDLE,0.01,4934.86,4935.25,38.8,17.00391,8.30378,1,-0.42,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:31,356,IDLE,0.01,4934.81,4935.2,38.9,14.72567,8.26092,1,-0.47,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:32,593,IDLE,0.01,4935.4,4935.79,38.9,18.57385,8.76663,1,0.35,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:32,393,IDLE,0.01,4934.94,4935.33,38.9,11.27399,8.37235,1,-0.34,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:32,220,IDLE,0.01,4934.95,4935.34,38.9,10.95845,8.38092,1,-0.33,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:32,43,IDLE,0.01,4934.87,4935.26,38.9,11.8762,8.31235,1,-0.41,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:32,817,IDLE,0.01,4934.94,4935.33,38.9,14.60873,8.37235,1,-0.34,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:32,659,IDLE,0.01,4934.85,4935.24,38.9,12.93661,8.2952,1,-0.43,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:33,820,IDLE,0.01,4935.39,4935.78,38.9,23.85908,8.75806,1,0.34,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:33,992,IDLE,0.01,4935.38,4935.77,38.9,26.57662,8.74949,1,0.33,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:33,178,IDLE,0.01,4935.31,4935.7,38.9,29.00778,8.68949,1,0.26,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:33,387,IDLE,0.01,4935.28,4935.67,38.9,28.86175,8.66378,1,0.23,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:33,542,IDLE,0.01,4935.37,4935.76,38.9,30.58069,8.74092,1,0.32,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:34,41,IDLE,0.01,4935.54,4935.93,38.9,23.1758,8.88663,1,0.49,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:34,749,IDLE,0.01,4935.44,4935.83,38.9,25.15659,8.80092,1,0.39,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:35,623,IDLE,0.01,4935.5,4935.89,39.0,20.9436,8.85235,1,0.45,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:35,820,IDLE,0.01,4935.43,4935.82,39.0,16.94127,8.79235,1,0.38,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:36,200,IDLE,0.01,4935.39,4935.78,39.0,14.13273,8.75806,1,0.34,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:36,361,IDLE,0.01,4935.28,4935.67,39.0,13.25423,8.66378,1,0.23,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:36,566,IDLE,0.01,4935.26,4935.65,39.0,12.55181,8.64663,1,0.21,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:37,882,IDLE,0.01,4935.23,4935.62,39.0,11.98225,8.62092,1,0.18,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:37,485,IDLE,0.01,4935.26,4935.65,39.0,9.94167,8.64663,1,0.21,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:38,509,IDLE,0.01,4935.08,4935.47,39.0,20.10391,8.49235,1,0.03,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:38,117,IDLE,0.01,4934.93,4935.32,39.0,20.73536,8.36378,1,-0.35,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:38,917,IDLE,0.01,4934.84,4935.23,39.0,19.84632,8.28663,1,-0.44,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:38,669,IDLE,0.01,4934.85,4935.24,39.0,15.38761,8.2952,1,-0.43,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:39,705,IDLE,0.01,4934.88,4935.27,39.0,16.66284,8.32092,1,-0.4,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:39,442,IDLE,0.01,4934.89,4935.28,39.0,13.93404,8.32949,1,-0.39,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:40,961,IDLE,0.01,4934.85,4935.24,39.0,11.62456,8.2952,1,-0.43,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:40,571,IDLE,0.01,4934.73,4935.12,39.0,12.13402,8.19235,1,-0.55,50.0,0.0,-50.0,0.0,0.0,0.0,0,
