Time,TickMS,Phase,MimicMode,Verdict,Bid,Ask,Spread,BidVol,AskVol,Bar_Open,Bar_High,Bar_Low,Bar_Close,RSI,Velocity,Acceleration,Hybrid_MACD,Hybrid_DFCurve,Flow_MFI,Flow_ROC,Flow_Delta,Balance,Margin,MarginPercent,Floating_PL,Realized_PL,Session_PL,PosCount,LotDir,TotalLots,SLTP_Levels,ActionDetails,LastEvent
2026.02.06 17:42:51.112,112,IDLE,0,STABLE,4941.46000,4941.81000,35.0,0,0,4942.96000,4943.77000,4941.42000,4941.46000,35.51,0.00000,0.00000,-6.58987,-11.21,31.92,-24.37,20.05,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:51.311,311,IDLE,0,STABLE,4941.51000,4941.86000,35.0,0,200,4942.96000,4943.77000,4941.42000,4941.51000,35.59,0.00000,0.00000,-6.54701,-11.16,32.27,-23.95,21.22,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:51.493,493,IDLE,0,STABLE,4941.48000,4941.83000,35.0,100,100,4942.96000,4943.77000,4941.42000,4941.48000,35.54,0.00000,0.00000,-6.57273,-11.19,31.91,-23.53,20.25,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:51.672,672,IDLE,0,STABLE,4941.55000,4941.93000,35.8,0,0,4942.96000,4943.77000,4941.42000,4941.55000,35.66,0.00000,0.00000,-6.51273,-11.12,32.45,-23.11,21.98,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:52.910,910,IDLE,0,STABLE,4941.54000,4941.89000,35.6,100,100,4942.96000,4943.77000,4941.42000,4941.54000,35.64,0.00000,0.00000,-6.52130,-11.13,32.27,-22.69,21.56,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:52.497,497,IDLE,0,STABLE,4941.43000,4941.78000,35.5,0,0,4942.96000,4943.77000,4941.42000,4941.43000,35.46,0.99602,0.99602,-6.61558,-11.24,31.18,-22.27,18.39,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:52.694,694,IDLE,0,STABLE,4941.14000,4941.49000,35.4,100,100,4942.96000,4943.77000,4941.14000,4941.14000,34.99,9.10571,8.10969,-6.86415,-11.53,30.99,-21.85,17.95,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:53.968,968,IDLE,0,STABLE,4941.17000,4941.52000,35.4,0,0,4942.96000,4943.77000,4941.14000,4941.17000,35.04,14.27890,5.17319,-6.83844,-11.50,31.14,-21.43,18.51,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:53.172,172,IDLE,0,STABLE,4941.34000,4941.73000,35.8,0,0,4942.96000,4943.77000,4941.14000,4941.34000,35.31,14.27347,-0.00542,-6.69273,-11.33,32.45,-21.01,22.56,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:53.333,333,IDLE,0,STABLE,4941.35000,4941.74000,36.1,100,100,4942.96000,4943.77000,4941.14000,4941.35000,35.33,13.80810,-0.46538,-6.68415,-11.32,32.45,-20.59,22.67,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:53.535,535,IDLE,0,STABLE,4941.37000,4941.72000,36.0,100,100,4942.96000,4943.77000,4941.14000,4941.37000,35.36,12.20255,-1.60555,-6.66701,-11.30,32.53,-20.17,23.02,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:53.813,813,IDLE,0,STABLE,4941.35000,4941.70000,35.9,0,0,4942.96000,4943.77000,4941.14000,4941.35000,35.33,13.51875,1.31620,-6.68415,-11.32,32.27,-19.75,22.37,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:54.963,963,IDLE,0,STABLE,4941.36000,4941.71000,35.8,100,100,4942.96000,4943.77000,4941.14000,4941.36000,35.35,14.28503,0.76628,-6.67558,-11.31,32.27,-19.33,22.48,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:54.339,339,IDLE,0,STABLE,4941.37000,4941.72000,35.8,100,100,4942.96000,4943.77000,4941.14000,4941.37000,35.36,11.42802,-2.85701,-6.66701,-11.30,32.27,-18.91,22.59,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:54.529,529,IDLE,0,STABLE,4941.26000,4941.61000,35.7,100,100,4942.96000,4943.77000,4941.14000,4941.26000,35.18,10.98188,-0.44614,-6.76130,-11.41,31.25,-18.49,19.63,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:54.771,771,IDLE,0,STABLE,4941.15000,4941.50000,35.7,100,100,4942.96000,4943.77000,4941.14000,4941.15000,35.01,12.34250,1.36062,-6.85558,-11.52,30.21,-18.07,16.64,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:55.981,981,IDLE,0,STABLE,4941.16000,4941.52000,35.7,100,100,4942.96000,4943.77000,4941.14000,4941.16000,35.02,13.70504,1.36254,-6.84701,-11.51,30.20,-17.65,16.73,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:55.494,494,IDLE,0,STABLE,4940.96000,4941.31000,35.7,100,300,4942.96000,4943.77000,4940.96000,4940.96000,34.70,18.06360,4.35856,-7.01844,-11.71,29.94,-17.23,16.04,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:55.709,709,IDLE,0,STABLE,4940.78000,4941.17000,35.8,0,0,4942.96000,4943.77000,4940.78000,4940.78000,34.42,22.24749,4.18389,-7.17273,-11.89,29.84,-16.81,15.86,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:56.865,865,IDLE,0,STABLE,4940.81000,4941.20000,36.0,100,100,4942.96000,4943.77000,4940.78000,4940.81000,34.47,23.65344,1.40595,-7.14701,-11.86,29.98,-16.39,16.38,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:56.423,423,IDLE,0,STABLE,4940.84000,4941.23000,36.1,100,100,4942.96000,4943.77000,4940.78000,4940.84000,34.51,23.15298,-0.50045,-7.12130,-11.83,30.11,-15.97,16.91,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:56.731,731,IDLE,0,STABLE,4940.88000,4941.27000,36.3,100,100,4942.96000,4943.77000,4940.78000,4940.88000,34.58,20.47933,-2.67365,-7.08701,-11.79,30.33,-15.55,17.68,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:57.937,937,IDLE,0,STABLE,4940.70000,4941.07000,36.3,100,100,4942.96000,4943.77000,4940.70000,4940.70000,34.30,18.62019,-1.85915,-7.24130,-11.97,29.46,-15.13,15.17,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:57.168,168,IDLE,0,STABLE,4940.73000,4941.12000,36.4,0,0,4942.96000,4943.77000,4940.70000,4940.73000,34.34,16.12409,-2.49610,-7.21558,-11.94,29.59,-14.71,15.68,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:57.492,492,IDLE,0,STABLE,4940.75000,4941.14000,36.5,100,100,4942.96000,4943.77000,4940.70000,4940.75000,34.37,14.58308,-1.54100,-7.19844,-11.92,29.65,-14.29,15.98,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:57.752,752,IDLE,0,STABLE,4940.78000,4941.17000,36.6,100,100,4942.96000,4943.77000,4940.70000,4940.78000,34.42,13.62533,-0.95775,-7.17273,-11.89,29.79,-13.87,16.50,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:58.974,974,IDLE,0,STABLE,4940.27000,4940.66000,36.7,0,0,4942.96000,4943.77000,4940.27000,4940.27000,33.65,19.00837,5.38304,-7.60987,-12.40,29.08,-13.45,14.47,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:58.299,299,IDLE,0,STABLE,4940.30000,4940.69000,36.8,100,100,4942.96000,4943.77000,4940.27000,4940.30000,33.69,22.81059,3.80222,-7.58415,-12.37,29.19,-13.03,14.92,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:58.451,451,IDLE,0,STABLE,4940.33000,4940.72000,36.9,0,0,4942.96000,4943.77000,4940.27000,4940.33000,33.74,24.49359,1.68300,-7.55844,-12.34,29.30,-12.61,15.37,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:58.689,689,IDLE,0,STABLE,4940.37000,4940.76000,36.9,100,100,4942.96000,4943.77000,4940.27000,4940.37000,33.80,25.94408,1.45049,-7.52415,-12.30,29.49,-12.18,16.03,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:59.902,902,IDLE,0,STABLE,4940.43000,4940.82000,37.0,100,100,4942.96000,4943.77000,4940.27000,4940.43000,33.89,26.84222,0.89814,-7.47273,-12.24,29.81,-11.76,17.11,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:59.071,71,IDLE,0,STABLE,4940.38000,4940.73000,36.9,100,100,4942.96000,4943.77000,4940.27000,4940.38000,33.81,23.11462,-3.72761,-7.51558,-12.29,29.37,-11.34,15.91,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:59.245,245,IDLE,0,STABLE,4940.13000,4940.52000,37.0,100,100,4942.96000,4943.77000,4940.13000,4940.13000,33.44,20.69468,-2.41993,-7.72987,-12.54,28.51,-10.92,13.43,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:59.400,400,IDLE,0,STABLE,4940.14000,4940.53000,37.1,100,100,4942.96000,4943.77000,4940.13000,4940.14000,33.46,19.46219,-1.23249,-7.72130,-12.53,28.48,-10.50,13.46,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:59.618,618,IDLE,0,STABLE,4940.15000,4940.54000,37.1,100,100,4942.96000,4943.77000,4940.13000,4940.15000,33.47,18.64931,-0.81288,-7.71273,-12.52,28.46,-10.08,13.49,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:42:59.769,769,IDLE,0,STABLE,4940.17000,4940.56000,37.2,100,100,4942.96000,4943.77000,4940.13000,4940.17000,33.50,18.62315,-0.02616,-7.69558,-12.50,28.50,-9.66,13.73,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:00.973,973,IDLE,0,STABLE,4940.25000,4940.60000,37.1,0,0,4940.25000,4940.25000,4940.25000,4940.25000,33.79,18.63684,0.01369,-7.88495,0.08,23.20,-99.49,-27.99,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:00.494,494,IDLE,0,STABLE,4939.91000,4940.30000,37.2,0,0,4940.25000,4940.25000,4939.91000,4939.91000,33.03,19.11422,0.47739,-8.17638,-12.76,23.03,-98.98,-28.33,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:01.976,976,IDLE,0,STABLE,4939.98000,4940.37000,37.2,100,100,4940.25000,4940.25000,4939.91000,4939.98000,33.15,20.27146,1.15723,-8.11638,-12.69,22.99,-98.47,-28.29,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:01.213,213,IDLE,0,STABLE,4940.02000,4940.41000,37.2,100,100,4940.25000,4940.25000,4939.91000,4940.02000,33.23,19.60154,-0.66992,-8.08210,-12.65,22.96,-97.96,-28.23,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:01.377,377,IDLE,0,STABLE,4940.14000,4940.53000,37.3,0,0,4940.25000,4940.25000,4939.91000,4940.14000,33.44,16.96237,-2.63917,-7.97924,-12.53,23.09,-97.45,-27.68,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:01.556,556,IDLE,0,STABLE,4940.27000,4940.66000,37.3,0,0,4940.25000,4940.27000,4939.91000,4940.27000,33.86,20.34955,3.38719,-7.86781,0.10,23.28,-96.94,-26.94,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:01.720,720,IDLE,0,STABLE,4940.34000,4940.73000,37.4,100,100,4940.25000,4940.34000,4939.91000,4940.34000,34.11,23.29433,2.94477,-7.80781,0.17,23.29,-96.43,-26.77,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:02.894,894,IDLE,0,STABLE,4940.42000,4940.81000,37.4,0,0,4940.25000,4940.42000,4939.91000,4940.42000,34.40,25.92117,2.62685,-7.73924,0.25,23.30,-95.92,-26.60,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:02.168,168,IDLE,0,STABLE,4940.50000,4940.89000,37.4,0,0,4940.25000,4940.50000,4939.91000,4940.50000,34.68,29.46177,3.54060,-7.67067,0.33,23.30,-95.41,-26.42,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:02.321,321,IDLE,0,STABLE,4940.46000,4940.85000,37.5,0,0,4940.25000,4940.50000,4939.91000,4940.46000,34.54,31.51166,2.04988,-7.70495,0.29,23.23,-94.90,-26.49,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:02.501,501,IDLE,0,STABLE,4940.47000,4940.86000,37.5,100,100,4940.25000,4940.50000,4939.91000,4940.47000,34.58,31.08121,-0.43045,-7.69638,0.30,23.25,-94.39,-26.27,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:02.654,654,IDLE,0,STABLE,4940.39000,4940.78000,37.5,0,0,4940.25000,4940.50000,4939.91000,4940.39000,34.29,27.05275,-4.02846,-7.76495,0.22,23.06,-93.88,-26.68,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:03.935,935,IDLE,0,STABLE,4940.26000,4940.65000,37.6,0,0,4940.25000,4940.50000,4939.91000,4940.26000,33.83,24.71617,-2.33658,-7.87638,0.09,22.71,-93.37,-27.57,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:03.369,369,IDLE,0,STABLE,4940.21000,4940.56000,37.5,0,0,4940.25000,4940.50000,4939.91000,4940.21000,33.64,24.92561,0.20944,-7.91924,0.04,22.53,-92.86,-27.95,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:03.548,548,IDLE,0,STABLE,4939.79000,4940.18000,37.6,0,0,4940.25000,4940.50000,4939.79000,4939.79000,32.81,32.92998,8.00437,-8.27924,-12.88,21.60,-92.35,-30.59,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:03.781,781,IDLE,0,STABLE,4939.81000,4940.20000,37.7,100,100,4940.25000,4940.50000,4939.79000,4939.81000,32.85,36.62767,3.69769,-8.26210,-12.86,21.54,-91.84,-30.61,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:04.156,156,IDLE,0,STABLE,4939.79000,4940.18000,37.8,0,0,4940.25000,4940.50000,4939.79000,4939.79000,32.81,37.01338,0.38570,-8.27924,-12.88,21.38,-91.33,-30.94,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:04.430,430,IDLE,0,STABLE,4939.68000,4940.07000,37.8,100,100,4940.25000,4940.50000,4939.68000,4939.68000,32.62,39.22427,2.21090,-8.37352,-12.99,21.27,-90.82,-31.11,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:04.810,810,IDLE,0,STABLE,4939.66000,4940.05000,37.9,100,100,4940.25000,4940.50000,4939.66000,4939.66000,32.59,34.29487,-4.92940,-8.39067,-13.01,21.16,-90.31,-31.29,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:06.990,990,IDLE,0,STABLE,4939.66000,4940.03000,37.9,100,100,4940.25000,4940.50000,4939.66000,4939.66000,32.59,27.60539,-6.68948,-8.39067,-13.01,21.16,-90.31,-31.29,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:06.221,221,IDLE,0,STABLE,4939.18000,4939.57000,38.0,100,100,4940.25000,4940.50000,4939.18000,4939.18000,31.77,28.89282,1.28743,-8.80210,-13.49,21.05,-89.80,-31.46,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:06.409,409,IDLE,0,STABLE,4939.72000,4940.11000,38.1,100,100,4940.25000,4940.50000,4939.18000,4939.72000,32.69,23.86473,-5.02810,-8.33924,-12.95,21.94,-89.29,-28.65,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:06.611,611,IDLE,0,STABLE,4939.10000,4939.45000,38.0,300,100,4940.25000,4940.50000,4939.10000,4939.10000,31.64,25.53265,1.66792,-8.87067,-13.57,20.83,-88.78,-31.81,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:06.823,823,IDLE,0,STABLE,4939.66000,4940.05000,38.0,100,100,4940.25000,4940.50000,4939.10000,4939.66000,32.59,20.42612,-5.10653,-8.39067,-13.01,21.79,-88.27,-28.79,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:07.224,224,IDLE,0,STABLE,4939.60000,4939.99000,38.1,100,100,4940.25000,4940.50000,4939.10000,4939.60000,32.48,24.70743,4.28131,-8.44210,-13.07,21.61,-87.76,-29.18,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:07.413,413,IDLE,0,STABLE,4940.99000,4942.55000,40.5,100,100,4940.25000,4940.99000,4939.10000,4940.99000,36.36,56.71813,32.01071,-7.25067,0.82,23.40,-87.24,-23.65,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:07.435,435,IDLE,0,STABLE,4941.53000,4942.14000,41.0,0,0,4940.25000,4941.53000,4939.10000,4941.53000,38.12,82.80141,26.08327,-6.78781,1.36,23.41,-86.73,-23.47,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:07.618,618,IDLE,0,STABLE,4942.63000,4942.98000,41.0,0,0,4940.25000,4942.63000,4939.10000,4942.63000,41.41,136.35036,53.54895,-5.84495,2.46,26.27,-86.22,-23.30,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:07.773,773,IDLE,0,STABLE,4942.96000,4943.35000,41.1,100,100,4940.25000,4942.96000,4939.10000,4942.96000,42.33,175.91922,39.56886,-5.56210,2.79,26.38,-85.71,-23.13,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:08.929,929,IDLE,0,STABLE,4943.14000,4943.49000,41.1,0,0,4940.25000,4943.14000,4939.10000,4943.14000,42.82,203.30319,27.38397,-5.40781,2.97,26.49,-85.20,-22.95,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:08.109,109,IDLE,0,STABLE,4943.61000,4944.00000,41.1,100,100,4940.25000,4943.61000,4939.10000,4943.61000,44.06,224.12115,20.81796,-5.00495,3.44,26.60,-84.69,-22.78,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:08.511,511,IDLE,0,STABLE,4943.22000,4943.61000,41.2,100,100,4940.25000,4943.61000,4939.10000,4943.22000,43.03,208.66495,-15.45620,-5.33924,3.05,26.40,-84.18,-23.54,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:08.735,735,BURST_FIRED,0,STABLE,4943.21000,4943.60000,41.2,100,100,4940.25000,4943.61000,4939.10000,4943.21000,43.01,177.68465,-30.98030,-5.34781,3.04,26.49,-83.67,-23.42,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE|Burst Fired L2;,
2026.02.06 17:43:09.931,931,IDLE,0,STABLE,4943.04000,4943.43000,41.2,100,100,4940.25000,4943.61000,4939.10000,4943.04000,42.55,143.74612,-33.93853,-5.49352,2.87,26.44,-83.16,-23.71,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:09.103,103,IDLE,0,STABLE,4943.68000,4944.07000,41.2,100,100,4940.25000,4943.68000,4939.10000,4943.68000,44.24,124.54506,-19.20106,-4.94495,3.51,27.04,-82.65,-22.08,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:09.278,278,IDLE,0,STABLE,4943.61000,4944.00000,41.2,100,100,4940.25000,4943.68000,4939.10000,4943.61000,44.06,99.63605,-24.90901,-5.00495,3.44,27.08,-82.14,-22.10,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:09.522,522,IDLE,0,STABLE,4943.11000,4943.50000,41.3,100,100,4940.25000,4943.68000,4939.10000,4943.11000,42.74,81.88706,-17.74899,-5.43352,2.94,26.74,-81.63,-23.29,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:09.771,771,IDLE,0,STABLE,4943.01000,4943.40000,41.3,0,0,4940.25000,4943.68000,4939.10000,4943.01000,42.47,69.36693,-12.52013,-5.51924,2.84,26.74,-81.12,-23.44,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:10.934,934,IDLE,0,STABLE,4942.98000,4943.37000,41.3,100,100,4940.25000,4943.68000,4939.10000,4942.98000,42.38,56.68995,-12.67697,-5.54495,2.81,26.80,-80.61,-23.41,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:10.104,104,IDLE,0,STABLE,4942.79000,4943.18000,41.3,100,100,4940.25000,4943.68000,4939.10000,4942.79000,41.86,63.13418,6.44423,-5.70781,2.62,26.70,-80.10,-23.85,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:10.275,275,IDLE,0,STABLE,4942.42000,4942.81000,41.3,0,0,4940.25000,4943.68000,4939.10000,4942.42000,40.81,72.00905,8.87487,-6.02495,2.25,26.42,-79.59,-24.86,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:10.533,533,IDLE,0,STABLE,4942.34000,4942.73000,41.3,0,0,4940.25000,4943.68000,4939.10000,4942.34000,40.58,72.82463,0.81558,-6.09352,2.17,26.41,-79.08,-25.03,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:11.891,891,IDLE,0,STABLE,4942.23000,4942.62000,41.3,0,0,4940.25000,4943.68000,4939.10000,4942.23000,40.25,72.20072,-0.62391,-6.18781,2.06,26.37,-78.57,-25.31,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:11.098,98,IDLE,0,STABLE,4942.84000,4943.23000,41.3,100,100,4940.25000,4943.68000,4939.10000,4942.84000,42.00,60.16401,-12.03671,-5.66495,2.67,27.10,-78.06,-23.26,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:11.294,294,IDLE,0,STABLE,4943.09000,4943.48000,41.3,100,100,4940.25000,4943.68000,4939.10000,4943.09000,42.68,61.28136,1.11734,-5.45067,2.92,27.47,-77.55,-22.32,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:11.481,481,BURST_FIRED,0,STABLE,4943.06000,4943.45000,41.3,100,100,4940.25000,4943.68000,4939.10000,4943.06000,42.60,59.89096,-1.39040,-5.47638,2.89,27.53,-77.04,-22.29,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE|Burst Fired L2;,
2026.02.06 17:43:11.610,610,IDLE,0,STABLE,4942.94000,4943.33000,41.3,100,100,4940.25000,4943.68000,4939.10000,4942.94000,42.27,59.06518,-0.82578,-5.57924,2.77,27.48,-76.53,-22.58,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:12.858,858,IDLE,0,STABLE,4942.98000,4943.37000,41.3,100,100,4940.25000,4943.68000,4939.10000,4942.98000,42.38,56.91982,-2.14536,-5.54495,2.81,27.62,-76.02,-22.32,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:12.049,49,IDLE,0,STABLE,4942.68000,4943.04000,41.3,100,100,4940.25000,4943.68000,4939.10000,4942.68000,41.55,53.04881,-3.87101,-5.80210,2.51,27.34,-75.51,-23.29,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:12.249,249,IDLE,0,STABLE,4942.52000,4942.91000,41.3,100,100,4940.25000,4943.68000,4939.10000,4942.52000,41.10,47.99943,-5.04938,-5.93924,2.35,27.23,-75.00,-23.79,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
2026.02.06 17:43:12.490,490,IDLE,0,STABLE,4942.51000,4942.90000,41.4,100,100,4940.25000,4943.68000,4939.10000,4942.51000,41.07,49.00707,1.00764,-5.94781,2.34,27.29,-74.49,-23.74,247916550.23,0.00,0.00,0.00,0.00,0.00,0,NONE,0.00,NONE,NONE,
