Start,End,Duration,Avg_PL,Avg_Vel,Range
2026-02-02 14:13:51,2026-02-02 14:14:03,12.0,1537.2720000000002,22.3720985,1.1105000000000473
2026-02-02 14:14:09,2026-02-02 14:14:15,6.0,1568.1252173913042,20.726951304347832,0.7230434782609534
