Time,TickMS,Phase,Bid,Ask,Spread,Velocity,Acceleration,Mom_Hist,Mom_Macd,Mom_Sig,Flow_MFI,Flow_DUp,Flow_DDown,Ext_VA_Vel,Ext_VA_Acc,Floating_PL,Realized_PL,Action,DOM_Snapshot
2026.01.26 21:14:38,578,IDLE,1.18746,1.18752,6.5,0.00000,0.00000,44.35,76.60,32.24,50.00,-7.66,-50.00,99.97,100.02,0.00,0.00,MimicResearch,1.18746,1.18752,1000000,1250000,100000000,0,0,250000,1000000,30000000,0,0
2026.01.26 21:14:38,927,IDLE,1.18744,1.18751,6.7,0.00000,0.00000,41.02,71.94,30.93,50.00,-10.99,-50.00,99.97,100.02,0.00,0.00,MimicResearch,1.18744,1.18751,1250000,1000000,110200000,0,0,250000,1000000,30000000,0,0
2026.01.26 21:14:40,102,ARMED,1.18744,1.18750,6.5,0.00000,0.00000,41.02,71.94,30.93,50.00,-10.99,-50.00,99.97,100.02,0.00,0.00,MimicResearch,1.18744,1.18750,1250000,1000000,110200000,0,0,250000,1500000,40000000,0,0
2026.01.26 21:14:40,651,ARMED,1.18749,1.18756,6.6,0.00000,0.00000,48.11,82.29,34.18,50.00,-1.61,-50.00,99.97,100.03,0.00,0.00,MimicResearch,1.18749,1.18756,1000000,1000000,100000000,0,0,1000000,3500000,100200000,0,0
2026.01.26 21:14:42,494,ARMED,1.18748,1.18754,6.5,0.16243,0.16243,47.01,80.55,33.54,50.00,-3.09,-50.00,99.97,100.03,0.00,0.00,MimicResearch,1.18748,1.18754,1250000,5010000,10000000,0,0,250000,500000,40000000,0,0
2026.01.26 21:14:44,155,POST_ANALYSIS,1.18746,1.18752,6.4,0.51382,0.35139,42.78,74.36,31.59,50.00,-8.41,-50.00,99.97,100.02,-0.74,0.00,MimicResearch,1.18746,1.18752,250000,1000000,30000000,0,0,250000,1000000,30000000,0,0
2026.01.26 21:14:44,166,POST_ANALYSIS,1.18746,1.18752,6.4,0.65086,0.13704,44.35,76.60,32.24,50.00,-6.14,-50.00,99.97,100.02,-0.69,0.00,MimicResearch,1.18746,1.18752,250000,1000000,30000000,0,0,250000,1000000,30000000,0,0
2026.01.26 21:14:44,320,POST_ANALYSIS,1.18745,1.18751,6.3,0.85018,0.19932,42.78,74.36,31.59,50.00,-8.02,-50.00,99.97,100.02,-0.74,0.00,MimicResearch,1.18745,1.18751,250000,1000000,30000000,0,0,250000,1000000,30000000,0,0
2026.01.26 21:14:46,50,POST_ANALYSIS,1.18743,1.18750,6.4,0.85406,0.00388,39.07,69.34,30.26,50.00,-12.19,-50.00,99.97,100.02,-0.88,0.00,MimicResearch,1.18743,1.18750,1500000,2000000,100200000,0,0,1000000,1250000,100000000,0,0
2026.01.26 21:14:46,266,POST_ANALYSIS,1.18742,1.18748,6.4,0.99110,0.13704,36.93,66.53,29.59,50.00,-14.35,-50.00,99.97,100.02,-0.93,0.00,MimicResearch,1.18742,1.18748,1250000,1000000,110200000,0,0,250000,1500000,40000000,0,0
2026.01.26 21:14:47,57,POST_ANALYSIS,1.18743,1.18750,6.4,0.79288,-0.19822,39.07,69.34,30.26,50.00,-12.03,-50.00,99.97,100.02,-0.88,0.00,MimicResearch,1.18743,1.18750,1000000,250000,20000000,0,0,1500000,1000000,20200000,0,0
2026.01.26 21:14:47,241,POST_ANALYSIS,1.18741,1.18747,6.4,1.05132,0.25844,34.59,63.51,28.92,50.00,-16.65,-50.00,99.97,100.02,-0.99,0.00,MimicResearch,1.18741,1.18747,1000000,1250000,100000000,0,0,250000,1000000,30000000,0,0
2026.01.26 21:14:47,442,POST_ANALYSIS,1.18740,1.18747,6.4,1.09768,0.04637,32.04,60.29,28.24,50.00,-19.08,-50.00,99.97,100.02,-1.07,0.00,MimicResearch,1.18740,1.18747,1250000,1000000,110200000,0,0,250000,1000000,30000000,0,0
2026.01.26 21:14:49,497,POST_ANALYSIS,1.18741,1.18747,6.4,0.92662,-0.17106,34.59,63.51,28.92,50.00,-16.70,-50.00,99.97,100.02,-0.99,0.00,MimicResearch,1.18741,1.18747,1250000,1000000,110200000,0,0,250000,1500000,40000000,0,0
2026.01.26 21:14:51,101,POST_ANALYSIS,1.18742,1.18749,6.4,0.92962,0.00300,36.93,66.53,29.59,50.00,-14.21,-50.00,99.97,100.02,-0.93,0.00,MimicResearch,1.18742,1.18749,1000000,1250000,100000000,0,0,1500000,2000000,100200000,0,0
